files,zero_crossing_rate,spectral_centroid,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,labels
blues.00000.wav,0.08304482066898686,1784.1658495387549,3805.8396058403423,-113.57064819335938,121.57179260253906,-19.168142318725586,42.36642074584961,-6.364664077758789,18.623498916625977,-13.704889297485352,15.34315013885498,-12.274109840393065,10.976572036743164,-8.326573371887207,8.803791999816895,-3.672300100326538,blues
blues.00072.wav,0.1291906086861949,2595.0823249210684,5660.1265112927795,-118.68522644042969,87.6120376586914,6.561460971832275,45.09774780273438,-38.89035034179688,20.827125549316406,-26.84431266784668,13.802651405334473,-17.22498893737793,5.103333950042725,-15.703388214111328,3.98486065864563,-27.523128509521484,blues
blues.00071.wav,0.13464138328982986,2428.92876695113,5064.932456315255,-89.35488891601562,93.8003921508789,-14.560050010681152,54.38864135742188,-33.50299072265625,19.423904418945312,-19.761011123657227,13.031585693359375,-13.86151123046875,14.615303993225098,-14.968038558959961,10.597503662109377,-18.02216911315918,blues
blues.00070.wav,0.09834769854505028,2159.3919998358315,4684.529188116298,-133.01597595214844,105.73445129394531,-22.14999771118164,41.83109664916992,-26.984575271606445,19.115875244140625,-26.562515258789066,19.230762481689453,-15.33800983428955,6.986509323120117,-10.808671951293944,6.79641580581665,-11.725245475769045,blues
blues.00069.wav,0.12512877332269914,2371.4805438318162,5005.229027697216,-121.44898223876952,96.0805435180664,-19.589841842651367,48.03021621704102,-38.77530288696289,24.75970458984375,-32.930431365966804,8.096977233886719,-17.808059692382812,6.114919662475586,-19.983774185180664,6.8023176193237305,-19.32695770263672,blues
blues.00068.wav,0.13510738411156226,2513.313017423198,5246.748964526537,-113.17525482177734,88.7322006225586,-8.929574012756348,49.48322296142578,-34.58989715576172,15.860616683959961,-17.74231719970703,14.715834617614744,-11.197930335998537,15.369882583618164,-15.0757417678833,8.75359058380127,-18.62874984741211,blues
blues.00067.wav,0.1127057352088167,2258.0093136888186,4754.599530071781,-95.42679595947266,101.38337707519531,-20.66685485839844,48.66681671142578,-30.24024772644043,20.80408477783203,-18.285762786865234,14.132889747619627,-12.792978286743164,13.436675071716307,-14.066974639892578,7.726645469665527,-19.210399627685547,blues
blues.00066.wav,0.12179161832946635,2340.802465391952,4972.962530361804,-116.57125854492188,97.4170913696289,-13.875514030456545,48.96017456054688,-22.58349609375,27.74841117858887,-20.233152389526367,18.630678176879886,-14.630755424499512,8.474961280822754,-16.633268356323242,11.013936042785645,-13.859323501586914,blues
blues.00065.wav,0.14628196297370458,2816.2257386186943,5613.621120939675,-118.32656860351562,74.87022399902344,-19.865346908569336,46.95242309570313,-32.546905517578125,23.82530403137207,-26.34997940063477,17.683982849121094,-13.814810752868652,11.937552452087402,-17.884920120239258,7.534260272979736,-22.89263343811035,blues
blues.00064.wav,0.14683293153035576,2553.361182654169,5148.3757001341355,-85.1087646484375,88.7997055053711,-16.312858581542972,59.226768493652344,-35.97644805908203,14.388839721679688,-22.2947998046875,9.654230117797852,-14.818460464477539,11.175132751464844,-14.799715995788574,8.472940444946289,-19.585275650024414,blues
blues.00063.wav,0.15441054294760248,2840.060760885935,5711.836175409659,-129.12652587890622,72.0824966430664,-7.753566265106201,49.24270248413086,-32.715286254882805,21.595111846923828,-27.360631942749023,14.991584777832033,-10.249058723449707,12.41981029510498,-17.025764465332028,7.111831188201903,-18.006038665771484,blues
blues.00062.wav,0.11714180624033255,2280.276471978505,4733.132941650957,-144.8915252685547,95.7111587524414,-21.60584259033203,49.6188850402832,-29.869571685791016,29.345916748046875,-18.841981887817386,17.888395309448242,-9.663156509399414,5.508203983306885,-9.54762077331543,6.353426456451416,-21.0795955657959,blues
blues.00061.wav,0.16753371519721574,2503.9454883388503,5077.372752320186,-82.5050048828125,94.15338897705078,-27.10146522521973,75.6622085571289,-27.51366996765137,35.57133102416992,-20.290781021118164,25.11094665527344,-15.360645294189453,11.34438419342041,-13.393383026123047,8.138589859008789,-8.497068405151367,blues
blues.00060.wav,0.09742287195475638,1946.3310796193784,3955.5311729625873,-67.73307037353516,111.70729064941406,-34.63865280151367,61.31437301635742,0.052635010331869125,30.55697059631348,-12.687904357910154,21.154878616333008,-13.119317054748535,16.277114868164062,-6.3270835876464835,12.3005952835083,-12.468254089355467,blues
blues.00059.wav,0.1422416527697216,2235.589429058707,4389.434375453161,-86.23715209960938,91.96127319335938,-23.41744613647461,68.26248168945311,-3.887736797332764,22.747169494628906,-9.899862289428713,16.890066146850586,-11.39186191558838,18.43148803710937,-7.0117034912109375,10.761970520019533,-11.946138381958008,blues
blues.00058.wav,0.10435170751160093,2068.3584755845045,4231.765697505801,-95.4172134399414,105.22087860107422,-26.94136619567871,60.80900192260742,-4.836373805999756,21.534189224243164,-13.509193420410154,12.124086380004885,-20.229076385498047,12.142189979553224,-5.2252397537231445,10.261720657348633,-9.443687438964844,blues
blues.00057.wav,0.08993966913186388,1886.9548087305843,3828.2887611477668,-92.70346069335938,115.31910705566406,-35.067981719970696,57.87724685668945,1.852394819259644,26.61256217956543,-14.536980628967285,22.130239486694336,-8.203339576721191,11.02090072631836,-5.64760684967041,7.277511596679687,-10.205894470214844,blues
blues.00056.wav,0.07550308451759474,1811.7712543400935,3928.8186765878772,-145.28097534179688,102.806640625,-12.529431343078613,57.00588607788086,2.262869358062744,26.58543586730957,-4.288537502288818,17.328521728515625,-7.993435382843018,15.229497909545898,-6.934699535369872,7.458768367767334,-10.46845245361328,blues
blues.00055.wav,0.11311924485208814,2032.0018592307465,4023.5614396026676,-98.74343872070312,104.79364776611328,-35.098251342773445,60.70180892944336,-2.833249568939209,22.234495162963867,-7.8311710357666025,19.035850524902344,-11.573602676391602,17.018518447875973,-5.3761515617370605,12.200968742370605,-9.956364631652832,blues
blues.00054.wav,0.1033989359773782,2030.6571856229584,4063.388705862094,-57.91960144042969,108.99028778076172,-36.20756530761719,64.04552459716797,1.438839316368103,26.31161117553711,-17.477790832519528,20.425270080566406,-9.540507316589355,18.16973114013672,-6.060152053833008,13.864051818847654,-11.291089057922365,blues
blues.00053.wav,0.1328151434406419,2171.445862789447,4237.319698466502,-76.69792175292969,105.73819732666016,-43.17215347290039,60.95426559448242,-8.757207870483397,21.224145889282227,-12.855764389038086,18.59625244140625,-11.396047592163086,14.538467407226562,-6.048133850097656,12.722725868225098,-9.365224838256836,blues
blues.00052.wav,0.0671879531612529,1443.8101061604432,3070.7130379024075,-225.23013305664062,117.62688446044922,-14.539373397827148,64.79603576660156,12.908660888671875,19.03742027282715,10.666170120239258,9.886662483215332,-2.3966431617736816,11.685089111328125,1.5415067672729492,3.0658137798309326,-7.627123832702638,blues
blues.00073.wav,0.10054024374033256,2094.770098794409,4482.4285024833225,-30.098188400268555,103.73252868652344,-19.73797035217285,56.41559600830078,-12.698807716369627,20.189550399780273,-17.33753776550293,16.289863586425778,-18.441038131713867,8.91927433013916,-11.649421691894533,11.216392517089844,-8.83841609954834,blues
blues.00075.wav,0.10850946200696056,2224.11073732012,4700.233604625871,-86.47736358642578,92.6988754272461,-15.325850486755373,54.05392456054688,0.89536052942276,31.57115173339844,-14.603639602661133,23.31784820556641,-14.964166641235352,15.332833290100098,-7.0432090759277335,12.178524017333984,-6.086116313934326,blues
blues.00076.wav,0.13647177711716935,2645.785682883694,5612.796763975493,-52.69724655151367,74.43336486816406,-18.696765899658203,56.3123664855957,-3.93903923034668,31.98534202575684,-16.466188430786133,22.403120040893555,-12.257939338684082,27.21243667602539,-9.248946189880373,7.7854042053222665,-10.56844711303711,blues
blues.00077.wav,0.1115339357356922,2207.2191647229347,4658.382916727088,-28.95116806030273,104.51781463623048,-30.971534729003906,38.158451080322266,-8.001604080200195,30.88606262207031,-20.60415267944336,25.81614875793457,-12.962701797485352,16.937759399414062,-12.27035140991211,10.782378196716307,-10.557270050048828,blues
blues.00099.wav,0.07476858565351895,1538.3944965004569,3174.215634516386,-177.22959899902344,136.23884582519528,-26.8989200592041,36.377254486083984,-18.75082397460937,20.90453338623047,-1.7669031620025637,3.0081379413604736,-5.599134922027588,5.6431498527526855,-8.105226516723633,5.650679588317871,-10.783146858215332,blues
blues.00098.wav,0.12843231885634185,2310.498240496839,4829.324574481583,-90.64325714111328,100.09117889404295,-23.92904281616211,52.59300231933594,-20.92109489440918,31.491981506347656,-11.21568202972412,20.0783634185791,-10.89381217956543,17.5513916015625,-14.089797019958494,12.984855651855467,-11.42914581298828,blues
blues.00097.wav,0.044614858251160086,1236.230772340908,2603.335946563225,-148.64039611816406,145.7819061279297,-9.36823272705078,48.44338989257813,10.5608491897583,17.99810791015625,-2.6285998821258545,16.948360443115234,-11.505926132202148,8.716079711914062,-8.173254013061522,3.215705394744873,-0.6647520661354065,blues
